model_name,task_name,file_path,date,evaluation_time,"acc,none","acc_stderr,none","acc_norm,none","acc_norm_stderr,none",n_samples_original,n_samples_effective,n_shot
meta-llama/Llama-3.1-8B-Instruct,meronymy_medium,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.47333333333333333,0.012895869942232146,0.4693333333333333,0.012889936799075373,1500,1500,5
meta-llama/Llama-3.1-8B-Instruct,meronymy_mono,Hypernymy\Monolingual_EN\Llama-3.1-8B-Instruct.json,1752492511.6681714,1439.5739394733682,0.904,0.018668961419477163,0.82,0.02434689065029353,250,250,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_high,Hypernymy\Monolingual_EN\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.7383333333333333,0.008973984497330143,0.7329166666666667,0.009033074015690427,2400,2400,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_low,Hypernymy\Monolingual_EN\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.524,0.015801065586651755,0.527,0.01579621855130262,1000,1000,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_medium,Hypernymy\Monolingual_EN\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.6146666666666667,0.012570058656192325,0.6626666666666666,0.01221170698805369,1500,1500,5
mistralai/Mistral-7B-Instruct-v0.3,hypernymy_mono,Hypernymy\Monolingual_EN\Mistral-7B-Instruct-v0.3.json,1752431769.7658036,829.3948865570128,0.88,0.020593600596839946,0.868,0.021450980824038103,250,250,5
Qwen/Qwen3-8B,hypernymy_high,Hypernymy\Monolingual_EN\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.7483333333333333,0.008860235590600556,0.7695833333333333,0.008597449780109416,2400,2400,5
Qwen/Qwen3-8B,hypernymy_low,Hypernymy\Monolingual_EN\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.568,0.015672320237336206,0.592,0.015549205052920673,1000,1000,5
Qwen/Qwen3-8B,hypernymy_medium,Hypernymy\Monolingual_EN\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.692,0.011924154350364261,0.74,0.01132926453143431,1500,1500,5
Qwen/Qwen3-8B,hypernymy_mono,Hypernymy\Monolingual_EN\Qwen3-8B.json,1752419140.5423734,912.9916552146897,0.868,0.0214509808240381,0.86,0.02198940964524027,250,250,5
